Header: 0
Map Number: 1
Object Count: 2870
Type,PositionX,PositionY,PositionZ,AngleX,AngleY,AngleZ,Scale
10,38.0037,109.8269,1.558703,-10,0,3060,0.96
33,38.77894,109.6413,1.672108,0,0,3210,1
31,39.86809,110.7673,1.775494,0,0,3270,0.4400004
10,45.5,110.5,2.079311,5,0,3150,1.38
24,34.5,104,1.649999,0,0,660,1
24,38.5,110.5,1.65,0,0,660,1
24,42,103,1.65,0,0,750,1
20,33.85385,104.7427,2.827724,20,0,420,1
20,33.79694,96.10233,2.827725,20,0,420,1
10,41.5,109.5,1.65,0,0,2850,0.8000002
33,44.64962,109.3925,1.704692,0,0,3090,1
21,44.87763,109.8055,1.689409,0,0,3180,1
10,43.5,118.5,2.118706,0,0,3150,1
21,32.36126,126.5797,2.794469,375,0,1500,1
21,34.71285,119.2934,3.207305,375,0,1500,1
21,40.12012,126.4897,2.970694,375,0,1500,1
10,36.5,113.5,2.415729,0,0,3090,0.8200002
10,40.5,113.5,1.677156,-5,0,3090,1
10,33.5,112.5,2.050383,0,0,3150,1
24,34.91121,135.8608,1.74683,0,0,90,1
21,43.65651,130.3435,2.649239,0,0,3600,1
21,42.91917,141.2344,2.555001,0,0,3600,1
21,36.35708,142.7185,2.550778,0,0,3600,1
21,38.07032,137.9725,2.837327,375,0,1500,1
23,32.65862,157.0486,1.716216,0,0,477,1
23,38.30668,157.4379,1.65,0,0,477,1
21,45.70138,151.0417,2.555,0,0,3150,1
21,32.63491,151.6008,2.555001,0,0,3870,1
9,43,150.5,1.65,0,0,3300,1
9,42,158.5,1.65,0,0,3390,1
9,33,145.5,1.634535,0,0,3390,1
24,33.5,154,1.667346,0,0,840,1
24,40,145.5,1.65,0,0,840,1
10,47.5,175,1.65,370,0,2700,0.7000003
32,42.5,172,1.65,380,0,2940,2.339999
31,47.59528,173.8087,2.15,20,0,3330,1.5
32,43.3381,166.2112,1.649999,35,0,2610,2.919998
34,46.35821,169.7061,1.65,370,0,2700,1
22,43.30452,175.1285,1.678786,0,0,327,1
23,36.05938,168.8937,1.764236,0,0,417,1
9,35.44381,164.0863,1.549726,-10,0,3120,1
9,32.49758,175.2518,1.301078,-10,0,3120,1
24,43.5,171.5,1.917676,0,0,840,1
24,44,166.5,2.40008,0,0,840,1.26
21,36.50592,165.9233,3.126312,375,0,1500,1
21,45.31501,164.2581,2.837327,375,0,1590,1
10,45.5,190.5,1.65,0,0,326,1.06
22,45.50432,181.6454,1.650001,0,0,327,1
23,35.87859,177.8064,1.65,0,0,387,1
23,40.91578,179.7647,1.65,0,0,387,1
9,42.67442,184.3159,1.301077,-10,0,3120,1
9,37.80234,189.7935,1.376166,-10,0,3180,1
9,46.14835,190.3532,1.301078,-10,0,3090,1
21,38.34082,179.6812,2.837327,375,0,1500,1
21,41.95053,184.2564,2.841914,375,0,1500,1
21,40.73945,182.2748,2.845357,375,0,1590,1
9,36.30752,198.4539,1.301077,-10,0,3180,1
9,40.66383,204.1834,1.301077,-10,0,3180,1
9,41.12355,201.9347,1.301078,-10,0,3180,1
9,41.06166,206.6837,1.301077,-10,0,3090,1
9,41.48436,195.361,1.334174,-10,0,3090,1
24,35.5,193,1.695543,0,0,4290,1
10,38,221.5,1.998431,0,0,450,1
10,41.5,222,2.08321,0,0,450,1
10,33.5,216.5,1.752084,0,0,360,1
21,33.5,218,2.016984,0,0,360,1
21,40,221,1.953224,0,0,450,1
23,47.5,217.5,2.395077,0,0,360,1
23,43,211.5,1.693904,0,0,360,1
23,37,212,1.65,0,0,360,1
24,41.5,223.5,2.052041,0,0,810,1
24,39.5,216.5,1.65,0,0,810,1
24,43,213,1.765185,0,0,810,1
24,45.5,219,2.445117,0,0,810,1
24,32.5,209.5,1.65,0,0,840,1
9,47,221.5,2.599311,0,0,3390,1
10,38.5,224,2.403025,0,0,450,1
24,48,223,2.434338,0,0,750,1
10,38.5,233,2.207531,0,0,450,1
10,39.5,235,2.240729,0,0,450,1
21,39,233.5,2.273747,0,0,360,1
21,35.5,228,1.893466,0,0,360,1
21,44.5,226.5,2.117021,0,0,450,1
22,34,226.5,1.988094,0,0,360,1
23,47,234,2.115506,0,0,360,1
23,43.5,229.5,2.528601,0,0,420,1
24,39,233,2.0931,0,0,720,1
24,46.5,228,2.000795,0,0,810,1
9,45.81234,228.1237,1.77504,-10,0,3180,1
24,46,240,1.902282,0,0,750,1
0,39.5,245.5,2.188447,0,0,0,1
0,45.5,242.5,1.779207,0,0,-90,1
1,33.5,247,1.65044,0,0,-90,1
22,38,243,1.712845,0,0,450,1
22,32.5,243.5,1.797321,0,0,360,1
24,42,241,1.654538,0,0,840,1
24,36.5,243,1.767133,0,0,840,1
33,49,7.5,1.65,-25,0,-30,1
22,53,12,1.65,-380,0,1440,1
24,49.5,12,1.65,-380,0,1770,1
25,56.5,13.5,1.65,-385,0,2010,1
24,62.5,16,1.623595,-380,0,1770,1
22,53,18,1.65,-380,0,1440,1
22,57,21.5,2.1166,-380,0,1440,1
25,55,30.5,1.65,-385,0,2100,1.4
25,61,25.5,1.838258,-385,0,2100,1
25,57,25,1.688807,-385,0,2100,1
25,56,19,1.735924,-385,0,2010,1
24,53,18.5,1.65,-375,0,1590,1.679999
9,48.14193,30.09249,1.342561,10,0,4500,1
24,62,24.5,1.832623,0,0,3750,1
31,55.5,23.5,1.780623,375,0,1530,1
24,64,24,1.86891,-380,0,1770,1
31,63.26784,32.19704,0.1343449,35,0,-660,1
22,53.5,35,1.65,-380,0,1440,1
22,53,44.5,1.65,-380,0,1440,1
25,63,44.5,1.65,-370,0,1650,1.619999
25,57.5,40.5,1.65,-375,0,1860,1.4
9,48.0434,40.32915,1.301078,10,0,4500,1
8,53.5,36.5,1.65,0,0,3510,1
127,54.5,45.5,1.739171,-5,0,5250,1
127,61.5,47.5,1.745272,-5,0,5340,1
127,62.5,44.5,1.65,0,0,3870,1
127,62.5,40.5,1.649214,0,0,3870,1
127,62.5,42,1.65,0,0,3900,1
127,62.98619,43.21066,1.620563,0,0,3840,1
127,62.59591,39.44406,1.589711,25,0,4020,1
127,63.72793,37.26197,0.375867,35,0,3930,1
127,62.5,38,1.389321,0,0,3930,1
127,62.50571,41.20031,3.043222,0,0,4020,1
22,57.5,57.5,1.65,-380,0,1440,1
22,49,56.5,1.65,-380,0,1440,1
127,62.5,61.5,1.65,0,0,3870,1
127,63.5,56.5,1.65,0,0,3990,1
127,57.5,59.5,1.65,0,0,4020,1
127,62.5,51.5,1.962229,-5,0,5220,1
127,51.5,59.5,1.65,-5,0,5220,1
127,49.5,55.5,1.717095,-5,0,5340,1
127,57.5,50.5,2.335977,-5,0,5340,1
127,63.52584,56.50752,3.057271,0,0,5340,1
127,63.78315,63.12364,2.799109,65,0,3930,1
127,51.63103,59.25689,3.020563,0,0,3990,1
127,57.59619,50.53163,3.740477,-5,0,3870,1
9,61.02958,79.39545,1.301077,10,0,4410,1
9,50.78587,71.48369,1.301078,10,0,4680,1
24,53,73.5,1.65,5,0,810,1
127,62.5,67.5,1.911081,-15,0,4080,1
127,55.5,64.5,1.726956,-5,0,4020,1
127,55.3871,64.55556,3.101477,-5,0,4020,1
9,52.51479,85.34564,1.301078,10,0,4440,1
22,48.29806,111.999,1.695593,0,0,3180,1
24,48.38616,104.3942,1.46141,-5,0,2010,1
24,56.38352,109.1936,1.46141,-5,0,2010,1
30,60.5,123,1.65,0,0,2250,1.22
10,59,121.5,1.65,0,0,2250,1
10,58,124.5,1.65,0,0,2250,1
10,61,120.5,1.649999,0,0,2250,1
52,63.33285,123.014,1.650001,0,0,3240,0.7200003
34,63.39943,123.0806,1.650001,0,0,3240,1
10,56.5,117,1.65,0,0,3240,1
10,54.5,115.5,1.65,0,0,3150,1
10,52.2343,114.3028,1.399999,0,0,3030,0.9200001
33,56.95665,117.1075,1.655266,0,0,2970,1
10,58.79316,119.3157,1.650189,0,0,2250,1
10,48.53865,114.6302,1.723243,0,0,3180,0.8400002
23,49.37045,114.2397,1.707066,0,0,3120,1
24,53.33236,114.7794,1.626526,0,0,3120,1
24,58.60474,118.1942,1.591643,0,0,3120,1
25,50.13724,113.465,1.673494,0,0,3120,1
23,56.32346,116.1878,1.597519,0,0,3090,1
6,62.43727,124.4345,1.65,0,0,3240,0.6000004
20,61.50033,122.3773,3.207494,60,0,2250,1
6,62.45373,121.4553,1.65,0,0,3240,0.5600004
20,62.65226,117.4477,2.827725,20,0,420,1
10,59.79025,126.3711,1.65,0,0,2250,1
10,49.5,122.5,1.65,0,0,3150,1.14
21,52.30141,123.1996,2.555001,0,0,3600,1
10,62.5,127.5,1.65,0,0,2400,1
120,62,130.5,1.70684,360,0,2520,0.6800003
152,62.64296,131.1044,1.72682,355,0,2430,1
153,63.29726,130.8586,1.70719,355,0,2550,1
21,62.61712,134.5059,2.555001,0,0,3240,1
9,59.75005,139.7644,1.301078,0,0,4860,1
21,61.98777,141.1485,2.555001,0,0,3240,1
9,61.5,141.5,1.65,0,0,3300,1
150,62,131.5,1.65,355,0,2430,1.04
23,51.67949,156.9222,1.650001,0,0,477,1
23,50.38347,150.3113,1.65,0,0,477,1
23,63.20554,147.9925,1.65,0,0,477,1
23,58.28245,145.5914,1.650001,0,0,327,1
21,53.4843,145.4923,2.837327,375,0,1590,1
21,59.70494,150.8349,2.837327,375,0,1590,1
31,48.95647,166.6281,2.15,15,0,3300,1.18
32,51.31548,170.6589,2.15,15,0,3300,1.859999
10,59.5,172.5,1.713685,0,0,133,1.12
24,50.5,166,1.670121,0,0,840,1
21,49.37261,172.0771,3.10556,375,0,1590,1
21,51.3746,166.2199,2.880211,375,0,1590,1
10,62.5,186.5,1.65,0,0,38,1.06
10,52.5,186.5,1.65,0,0,304,0.92
10,56.5,181.5,1.65,0,0,65,0.9999999
22,62.89485,180.9407,1.65,0,0,327,1
22,52.17669,177.3477,1.792049,0,0,327,1
24,57.5,181.5,1.65,0,0,4230,1
24,50.5,178,1.812768,0,0,4230,1
10,59.5,198.5,1.656513,0,0,358,1.12
9,59.20905,196.1423,1.301077,-10,0,3090,1
9,49.5,192.5,1.65955,-10,0,3210,1
10,55.5,193.5,1.665,0,0,241,1.07
23,51.5,222,1.65,0,0,360,1
23,54.5,214,1.739714,0,0,540,1
9,55,213,1.777679,0,0,3390,1
9,58,220.5,1.65,0,0,3480,1
31,52.5,224,1.65,0,0,-300,1
23,64,221,1.652386,0,0,540,1
23,49.5,228,1.693395,0,0,360,1
23,57,231,2.030757,0,0,420,1
9,59.7236,234.7783,2.336806,-10,0,3180,1
0,49,244.5,1.65,0,0,-90,1
0,62.5,245.5,1.858951,0,0,-90,1
1,57,246,1.663295,5,0,-90,1
0,52.5,244.5,1.65,0,0,-90,1
31,65.55562,15.22147,1.115633,375,0,1500,1
30,64.46785,30.44369,-0.06563667,35,0,-660,0.6400003
24,65.5,31.5,0.2249998,-380,0,1770,1
32,65.81834,21.50915,0.643962,375,0,1500,1
24,80,20.5,1.65,-380,0,1680,1
25,80,25.5,1.65,-360,0,1740,1.579999
24,66.5,39.5,1.604512,-380,0,1770,1
24,77.5,33.5,1.65,-380,0,1770,1
25,70.5,33,1.649999,-360,0,1740,1
24,69,35.5,1.65,-385,0,2010,1
8,69,44,1.65,0,0,3510,1
24,76.5,63,2.068555,5,0,810,1
127,64.5,63.5,1.763142,0,0,3870,1
127,67.5,60.5,1.659296,0,0,4020,1
127,70.5,52.5,1.737604,-5,0,5220,1
127,67.50242,60.40213,3.063303,0,0,5310,1
127,70.55957,52.34622,3.123195,0,0,3870,1
24,70.5,68.5,1.65,5,0,810,1
24,68,70,1.65,5,0,810,1
24,76,67.5,1.65,5,0,1050,1
127,70.5,65.5,2.116477,-15,0,4170,1
127,64.5,64.5,1.918731,0,0,3870,1
24,69.5,80,1.65,5,0,810,1
21,75.1625,94.92703,-4.95,0,0,-810,1
22,73,95.5,1.65,0,0,-720,1
9,71.16144,89.85522,1.322793,10,0,4320,1
9,71.26024,80.85803,1.301077,10,0,4320,1
24,77,87.5,1.65,5,0,810,1
20,66.08059,111.3258,2.827725,20,0,420,1
98,73.99314,103.264,1.65,0,0,-330,1.2
0,72.9678,106.8566,-3.85,0,0,-780,1
0,68.88515,100.6144,-3.85,0,0,-840,1
0,71.61703,103.5058,1.650001,0,0,-720,0.6800003
0,76.32964,106.1421,-4.95,0,0,-810,1
21,77.25648,98.73697,-4.95,0,0,-810,1
21,78,102,1.65,0,0,-810,1
21,74,96.5,1.65,0,0,-720,1
22,77.1361,103.7169,1.55,0,0,-720,1
52,75.50162,100.3136,1.850001,5,0,120,0.7200003
99,72,100,1.65,0,0,-720,1
58,72.5,97.5,1.65,5,0,120,1
58,71.5,97,1.65,5,0,120,1
0,68.93295,96.37827,-4.85,0,0,-810,1
9,78.42199,103.0496,1.301077,10,0,4320,1
24,73,97,1.65,5,0,810,1
24,76.5,103,1.65,5,0,810,1
24,72,103,1.65,5,0,810,1
24,79.5,97,1.65,5,0,810,1
6,65.48237,122.4758,1.65,0,0,3240,0.5000005
6,64.51123,124.5004,1.65,0,0,3240,0.5400004
6,64.47831,121.5046,1.65,0,0,3060,0.5000005
24,65.98315,113.5697,1.46141,-5,0,2010,1
21,68.2641,124.3044,2.555001,0,0,3600,1
97,67.7743,140.5526,1.686109,355,0,2520,1
0,67.88212,141.8449,1.649999,0,0,180,0.7000003
23,69.88473,135.2661,1.65,0,0,387,1
21,68.614,141.5424,2.555001,0,0,3240,1
21,74.62342,139.2082,2.555001,0,0,3510,1
21,70.2002,135.994,2.837326,375,0,1590,1
21,65.89584,128.8775,2.837327,375,0,1590,1
27,73.49689,154.3404,1.877342,365,0,2970,1
26,70.64119,149.5002,-1.372819,330,0,2910,1
26,74.18153,147.7698,1.654713,365,0,2970,0.6800003
21,78.76949,146.8965,1.872803,360,0,2880,0.6400003
122,74.48777,154.0145,1.696085,0,0,-450,1
124,74.49628,157.4844,1.65,0,0,-450,1
4,73.23901,147.1255,1.662337,365,0,2790,0.5200005
10,66.5,155.5,1.65,370,0,2700,0.9000001
10,71.5,155.5,1.65,370,0,2700,1
10,66.5,149.5,1.65,370,0,2700,1
10,72.5,147.5,1.65,355,0,2700,1
23,72.04262,144.5154,1.650001,0,0,387,1
145,79.5,154.5,1.955743,0,0,0,1
145,78.5,153.5,1.92535,0,0,90,1
145,78.5,152.5,1.92726,0,0,90,1
140,75.5,156,1.685784,0,0,90,1
142,79.5,153,1.938224,0,0,90,1
141,75.5,154,1.726375,0,0,90,1
133,75.5,152.5,1.784937,0,0,90,1
133,75.5,151.5,1.792245,0,0,90,1
133,75.5,150.5,1.783066,0,0,90,1
133,76.5,156.5,1.69274,0,0,0,1
58,79.5,156.5,1.871646,0,0,0,1
123,78.01834,148.9903,1.728981,0,0,180,1
123,78.02172,157.0157,1.666598,0,0,-360,1
125,76.12875,154.958,4.822472,360,0,2430,1
125,76.16772,150.8992,4.909484,360,0,2520,1
124,74.5,148.5,1.684702,0,0,-720,1
122,74.47264,152.0161,1.689656,0,0,-450,1
22,80,146.5,1.65,360,0,2970,0.4200004
10,77.5,162.5,1.65,370,0,2700,1
21,78,161,1.65,360,0,3090,0.6800003
10,74.5,161.5,1.65,0,0,0,1
10,79.5,167.5,1.65,0,0,204,0.98
10,65.5,172.5,1.671486,0,0,152,1
10,65.5,168.5,1.676248,0,0,175,0.93
10,70.5,165.5,1.65,0,0,212,1.04
10,68.5,160.5,1.65,370,0,2880,1
10,75.39077,172.4341,1.65,0,0,327,1.05
22,78.02889,173.4357,1.650001,0,0,327,1
22,70.20688,168.3605,1.650001,0,0,327,1
22,64.3037,175.2321,1.65,0,0,327,1
24,76,172.5,1.65,0,0,4230,1
24,67.5,170.5,1.665,0,0,4230,1
10,77.5,189.5,1.65,0,0,6,0.94
10,75.5,183,1.65,0,0,321,0.99
10,64.5,191.5,1.65,0,0,325,0.95
10,68.5,178.5,1.65,0,0,229,1.04
10,77.5,177.5,1.65,0,0,173,0.93
9,77.79013,184.0419,1.301078,-10,0,2550,1
9,77.80981,177.0114,1.301078,-10,0,3210,1
10,71.5,190.5,1.65,0,0,352,0.98
10,71.49302,197.6586,1.65,0,0,213,0.99
10,75.5,199.5,1.674897,0,0,0,1
10,75.5,207.5,1.818958,0,0,51,0.92
10,69.5,204.5,1.65,0,0,196,0.97
23,69,222.5,1.866756,0,0,420,1
31,67,223.5,1.765365,0,0,-570,1
10,65.5,222.5,1.676779,0,0,0,1
10,76.5,213.5,1.65,0,0,346,0.95
9,77.41041,222.1961,1.301078,-10,0,3180,1
9,77.96368,228.1672,1.301078,-10,0,2460,1
9,67.97444,225.5965,1.503492,-10,0,3180,1
10,74.5,229.5,1.65,0,0,39,1.03
0,67.5,246.5,1.721264,0,0,-90,1
0,74.5,246.5,1.966126,0,0,-90,1
23,83,14.5,1.65,-380,0,1770,1
23,94,11,1.65,-380,0,1620,1
24,86,11,1.649999,-380,0,1620,1
24,90.5,11,1.65,-375,0,1590,1
23,91.5,16,1.65,-380,0,1770,1
25,87,16.5,1.65,-380,0,1680,1
25,85,27,1.649999,-360,0,1740,1.819999
24,85.5,20.5,1.65,-375,0,1890,1.999999
24,86.5,19,1.65,-375,0,1890,1
24,89,17.5,1.65,-375,0,1890,1
24,85.5,23,1.65,-375,0,1680,1
8,93.5,17.5,1.65,0,0,3510,1
8,82.5,30.5,1.65,0,0,3510,1
20,93.11672,47.4221,2.827724,-20,0,240,1
9,93.25143,45.72897,1.301077,10,0,4230,1
24,85,36.5,1.65,0,0,3750,1
24,86.5,37.5,1.65,0,0,3750,1.559999
24,84,38.5,1.65,0,0,3810,1
9,88.37436,58.91587,1.301077,10,0,4230,1
24,90,53,1.65,0,0,3870,1.42
24,88.5,55.5,1.65,0,0,3870,1
24,88,61,1.65,5,0,1050,1
24,91.5,64,1.65,5,0,1050,1
81,96,62,1.65,0,0,810,1
81,96,64,1.65,0,0,810,1
21,94.91412,72.56207,2.25,340,0,270,1
10,95.5,73,1.65,-5,0,450,1
21,89.82857,68.81423,2.892867,20,0,510,1
21,86.59138,75.11205,2.827725,-20,0,240,1
9,84.01942,71.12914,1.301077,10,0,4350,1
9,91.15237,72.72006,1.313674,10,0,4350,1
24,85,74,1.65,0,0,3870,1
24,88,79,1.65,0,0,3780,1.3
24,82.5,68.5,1.653087,5,0,1050,1
81,96,66,1.65,0,0,810,1
81,96,68,1.65,-5,0,450,1
9,92.37547,84.73726,1.301077,10,0,4350,1
24,86.5,81,1.65,0,0,3780,1
24,84.5,81.5,1.65,0,0,3990,1
22,87.81866,101.2992,1.55,0,0,-720,1
22,92.78831,105.8869,1.55,0,0,-720,1
9,83.93271,105.7038,1.301077,10,0,4320,1
24,95.5,102,1.65,0,0,3990,1
24,87.5,110.5,1.65,0,0,3990,1
20,84.43632,126.3345,2.827725,20,0,420,1
22,89.05305,113.4425,1.55,0,0,-720,1
22,87.19659,120.2029,1.55,0,0,-720,1
9,88.57286,116.195,1.301077,10,0,4380,1
24,85.5,126.5,1.65,0,0,3990,1
90,95.5,125.5,1.65,360,0,2790,1
81,96,124.5,1.618664,365,0,2790,1
81,96,122.5,1.595031,365,0,2790,1
81,96,120.5,1.602555,365,0,2790,1
81,96,118.5,1.584407,365,0,2790,1
81,96,116.5,1.602348,365,0,2790,1
81,96,114.5,1.619423,365,0,2790,1
81,96,112.5,1.609027,365,0,2790,1
30,83.5,128.5,1.65,0,0,-150,1
22,87.69137,134.3139,1.55,0,0,-720,1
23,83.56815,141.2533,1.650001,0,0,387,1
9,87.73531,142.9903,1.301078,-10,0,3270,1
9,92.93139,140.9942,1.301078,-10,0,3450,1
24,92.5,132,1.65,0,0,3990,1
24,93,143,1.65,0,0,3990,1
90,95.5,130.5,1.65,360,0,2790,1
81,96,132,1.629981,365,0,2790,1
81,96,134,1.560502,365,0,2790,1
81,96,136,1.558681,365,0,2790,1
81,96,138,1.620259,365,0,2790,1
81,96,140,1.642313,365,0,2790,1
10,85.37302,154.1656,1.65,365,0,2400,0.7800002
26,82.40875,147.8504,1.855397,360,0,2970,1
124,81.5,148.5,1.679482,0,0,90,1
10,81.8793,146.6035,1.65,370,0,2700,0.6600003
5,83.3726,151.8512,1.70647,365,0,2790,0.6600003
10,83.81829,152.2305,1.703453,365,0,2640,0.8600001
122,81.54001,154.029,1.667784,0,0,-270,1
10,89.5,157.5,1.65,370,0,2700,1
10,93.5,159.5,1.65,0,0,230,1.06
10,84.5,156.5,1.65481,370,0,2700,1
10,84.5,152.5,1.684531,355,0,2910,0.8400002
21,81.5,146,1.65,355,0,2880,0.7000003
22,89.03979,149.1457,1.55,0,0,-720,1
23,91.22642,154.5893,1.650001,0,0,387,1
9,91.82767,156.226,1.301078,-10,0,3270,1
9,93.95325,150.3427,1.301077,-10,0,3450,1
24,90,151,1.65,0,0,4230,1
58,80.5,156,1.910587,0,0,150,1
124,81.49186,157.5329,1.645978,0,0,-180,1
5,83.03662,149.3012,1.668977,365,0,2790,0.6200004
122,81.54081,151.9461,1.708984,0,0,-270,1
10,84.47541,150.4108,1.649999,370,0,2700,0.9200001
125,80.17883,150.8752,4.945208,360,0,2610,1
125,80.15121,154.849,5.059754,360,0,2700,1
10,80.5,162.5,1.65,370,0,2700,1
10,85.5,164.5,1.65,0,0,244,0.94
10,85.5,173.5,1.65,0,0,344,1.03
10,95.5,164.5,1.65,0,0,200,1.04
22,90.24438,175.8552,1.55,0,0,-720,1
9,85.59953,174.1282,1.301077,-10,0,3210,1
9,89.16183,168.7727,1.301078,-10,0,3210,1
9,93.8313,171.4957,1.301077,-10,0,3270,1
9,93.76694,160.2705,1.301077,-10,0,3270,1
24,89,174.5,1.65,0,0,4230,1
10,95.5,180.5,1.65,0,0,250,1.04
10,91.5,177.5,1.65,0,0,318,0.93
10,92.5,191.5,1.65,0,0,189,1.06
10,86.5,180.5,1.65,0,0,178,0.94
9,83.87122,185.8853,1.301077,-10,0,2550,1
24,93,178.5,1.65,0,0,4230,1
10,88.5,185.5,1.65,0,0,0,1
10,95.5,201.5,1.714044,0,0,42,1.04
10,91.5,200.5,1.884857,0,0,265,1.04
10,84.5,199.5,1.67359,0,0,292,1.02
10,85.5,204.5,1.976448,0,0,291,0.96
10,83.5,193.5,1.649999,0,0,307,1.1
9,84.68336,195.966,1.301078,-10,0,2550,1
10,85.5,210.5,1.777847,0,0,149,0.92
10,93.5,208.5,1.65,0,0,332,1.05
21,90.55173,226.9146,2.390701,10,0,1500,1
20,87.13357,239.1419,2.967465,10,0,1770,1
22,89.26499,234.6803,2.777417,10,0,1770,1
21,83.66311,232.7616,2.390702,10,0,1770,1
9,89.6528,224.4629,1.301078,-10,0,2550,1
9,83.21098,224.2753,1.301077,-10,0,2550,1
9,83.71422,239.6101,1.655179,-10,0,2460,1
9,91.8624,231.6603,1.566667,-10,0,3180,1
9,82.12461,234.2541,1.301077,-10,0,3180,1
0,81,244.5,2.682209,0,0,-180,1
0,86,243.5,2.411099,5,0,-150,1
1,93,246.5,2.003387,5,0,-90,1
0,82.34839,248.4556,2.961185,5,0,-90,1
21,91.87409,241.8238,2.833902,5,0,-90,1
21,82.53331,242.7185,3.355685,5,0,-90,1
23,105.5,11,1.65,-380,0,1620,1
24,99.5,12,1.65,-380,0,1620,1
8,110,9,1.65,0,0,3660,1
23,103.5,18,1.65,-380,0,1620,1
24,109,17.5,1.65,-380,0,1620,1
24,96.5,19,1.65,-380,0,1620,1
20,109.6162,45.58384,2.827725,-20,0,240,1
9,111.738,44.28359,1.307893,10,0,4290,1
24,97,45,1.65,0,0,3810,1.44
24,106,47,1.65,5,0,1050,1
20,100.562,55.84019,1.65,0,0,0,1
81,97,60,1.65,0,0,840,1
81,98.5,58,1.649999,0,0,840,1
81,100,56,1.65,0,0,840,1
81,101.5,55,1.65,0,0,900,1
81,103.5,55,1.65,0,0,900,1
81,105.5,55,1.65,0,0,900,1
81,107,56,1.65,0,0,960,1
81,108.5,57,1.65,0,0,900,1
81,110.5,57,1.65,0,0,900,1
21,107,56,1.65,0,0,-240,1
81,103.5,60.5,1.65,-5,0,-30,1
81,105.5,60,1.65,-5,0,0,1
81,107,61,1.65,-5,0,60,1
81,108.5,62.5,1.65,-5,0,30,1
81,110.5,63,1.65,-5,0,0,1
21,110,62,1.65,25,0,60,1
21,101.5,63.5,1.65,0,0,0,1
20,105,61,1.65,0,0,0,1
22,104.5,62.5,1.65,350,0,270,1
81,101.5,62.5,1.65,350,0,270,1
58,110.5,59.5,1.649999,0,0,0,1
58,103.5,57.5,1.65,0,0,0,1
58,104.5,57.5,1.65,0,0,0,1
58,111.5,59.5,1.65,0,0,0,1
50,104,57,1.65,0,0,0,1
21,96.24467,55.91161,2.827725,-20,0,240,1
9,100.439,51.50914,1.301078,10,0,4230,1
24,98,52,1.65,5,0,1050,1
10,106.6613,62.4732,1.65,-5,0,450,1
81,112,62,1.65,360,0,-780,1
81,100,78,1.65,0,0,810,1
81,99,76.5,1.65,0,0,750,1
81,98,75,1.65,0,0,810,1
81,97.5,73,1.65,0,0,780,1
81,96.5,71,1.65,0,0,780,1
81,107.5,78.5,1.65,-5,0,-60,1
81,107.5,76.5,1.65,-5,0,-120,1
81,106,75,1.65,-5,0,-150,1
81,105,73.5,1.65,-5,0,-90,1
81,104.5,72,1.65,-5,0,-90,1
81,104,70,1.65,-5,0,-120,1
81,102.5,68.5,1.65,-5,0,-150,1
81,101,67.5,1.65,-5,0,-150,1
81,101,66,1.65,-5,0,-30,1
81,101.5,64.5,1.65,350,0,270,1
58,101.5,71.5,1.65,0,0,0,1
58,101.5,70.5,1.65,0,0,0,1
58,100.5,70,1.65,0,0,0,1
58,99.5,69.5,1.65,0,0,0,1
58,101.5,72.5,1.65,0,0,0,1
58,106.5,78.5,1.65,0,0,0,1
58,105.5,78.5,1.65,0,0,0,1
58,104.5,78.5,1.649999,0,0,0,1
50,100.5,69.5,1.65,0,0,0,1
20,111.468,77.1972,2.346222,50,0,60,1
58,107,68,1.65,85,0,840,1
81,106.2702,72.38675,-2.658964,0,0,540,1
99,105.835,67.3684,1.650001,360,0,90,1
58,107.5,69.5,1.65,5,0,750,1
50,111.7595,72.22296,1.65,0,0,0,1
50,106.4506,73.57404,1.65,0,0,0,1
95,110.5,70.5,1.65,0,0,30,1
81,111.5,71.5,1.65,0,0,60,1
81,100,80,1.65,0,0,630,1
81,112,80,1.65,0,0,0,1
20,101.4805,82.56535,1.65,0,0,0,1
22,107,87.5,1.65,350,0,270,1
81,109.5,87,1.65,0,0,540,1
81,103,84.5,1.65,0,0,630,1
81,102.5,83,1.65,0,0,600,1
81,107.5,87,1.65,0,0,540,1
81,105.5,87,1.65,0,0,540,1
81,103.5,86.5,1.65,0,0,570,1
81,101,81.5,1.65,0,0,570,1
81,110,81,1.65,-5,0,-240,1
81,108,82,1.65,-5,0,-150,1
81,107,80.5,1.65,-5,0,-90,1
10,102,84,1.65,-5,0,450,1
10,102.5,86,1.65,-5,0,450,1
58,101.6574,82.41337,-3.330626,0,0,0,1
58,99.91459,82.27191,-5.247718,0,0,0,1
21,107.6772,90.74714,2.827725,20,0,420,1
9,98.92753,93.13243,1.301078,10,0,4350,1
9,105.0959,95.57341,1.301077,10,0,4380,1
81,112,87,1.65,0,0,360,1
20,101.2763,108.4033,2.645341,20,0,420,1
9,97.8186,109.7074,1.301078,10,0,4380,1
24,100.5,101,1.65,0,0,3990,1
80,99.98106,125.5462,1.708851,0,0,-90,1
80,107.9588,125.5468,1.724715,0,0,-90,1
20,96.85209,121.7751,1.755324,20,0,420,1
80,100.0246,130.4636,1.724775,0,0,90,1
80,108.0031,130.4658,1.748152,0,0,90,1
22,97.08629,152.8801,1.55,0,0,-720,1
23,98.96349,156.9715,1.65,0,0,447,1
10,98.5,167.5,1.65,0,0,275,0.95
